Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
441594,87;4483384,41;26/10/2022;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;CUEVA DE MONTESINOS, CALLE, DE LA;19;CargayDescarga;Línea;2;10;LAB. EXCEPTO SÁBADOS DE 9 A 17 H EXCEPTO CARGA Y DESCARGA;-3,689265764;40,49911317
441537,85;4482846,97;27/11/2017;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;DIVINA PASTORA, CALLE, DE LA;13;CargayDescarga;Línea;1;6,2;DE LUNES A VIERNES DE 8 A 18 H. EXCEPTO CARGA Y DESCARGA;-3,689888855;40,49426761
441737,24;4482754,95;21/09/2004;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;DOCTOR JUAN BRAVO, CALLE, DEL;7;CargayDescarga;Línea;2;12;;-3,687527754;40,49345292
442470,48;4484695,57;06/04/2006;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;FEDERICO MOMPOU, CALLE, DE;4;CargayDescarga;Línea;3;15;;-3,679052046;40,51098515
442487,55;4484638,5;05/11/2020;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;FEDERICO MOMPOU, CALLE, DE;2;CargayDescarga;Línea;2;10,1;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3,67884538;40,51047281
443630,48;4483398,53;13/02/2017;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;FORESTA, CALLE, DE LA;S/N;CargayDescarga;Línea;6;30;LABORABLES DE LUNES A VIERNES DE 8 A 20H. EXCEPTO CARGA Y DESCARGA;-3,665245368;40,49938109
442647,41;4484991,31;14/12/2020;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;FUENCARRAL A ALCOBENDAS, CARRETERA, DE;14;CargayDescarga;Línea;4;20;DE LUNES A VIERNES DE 9 A 14 H. Y DE 16 A 20 H.;-3,676990659;40,51366206
441456,56;4483554,37;14/12/2020;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;INGENIOSO HIDALGO, RONDA, DEL;33;CargayDescarga;Línea;2;10,6;DE LUNES A SÁBADOS DE 8 A 14:30 H. EXCEPTO CARGA Y DESCARGA;-3,690913419;40,50063403
442623,11;4484656,21;20/09/2022;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ISABEL COLBRAND, CALLE, DE;18 G;CargayDescarga;Batería;3;7,5;LABORABLES DE LUNES A SÁBADO DE 8 A 14:30 HORAS EXCEPTO CARGA Y DESCARGA. TIEMPO MÁXIMO 30 MINUTOS;-3,677246943;40,51064171
441845,14;4482641,91;12/12/2013;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ISLA DE JAVA, CALLE, DE LA;84;CargayDescarga;Batería;2;9;Laborables de 8 a 11.30 h. excepto carga y descarga en línea.;-3,686244214;40,49244154
441641,16;4482451,15;01/07/2011;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;LEZAMA, CALLE, DE;13;CargayDescarga;Línea;3;18;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,688633562;40,49070937
441938,26;4481826,27;01/01/1900;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;LLANO CASTELLANO, AVENIDA, DEL;11;CargayDescarga;Línea;7;34,6;EXCEPTO CARGA Y DESCARGAMERCADO;-3,685070624;40,48510109
441813,47;4483260,28;27/04/2006;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;NUESTRA SEÑORA DE VALVERDE, CALLE, DE;130;CargayDescarga;Línea;3;15;;-3,686674677;40,49800983
443299,56;4482972,58;19/09/2018;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;PUERTO DE SOMPORT, CALLE, DEL;Fte 23;CargayDescarga;Línea;8;40,1; DE LUNES A VIERNES DE 8 A 20 H. Y SABADOS DE 8 A 15H. EXCEPTO CARGA Y DESCARGA;-3,669112374;40,49552159
443223,74;4483904,34;13/06/2018;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;SAN MILLAN DE LA COGOLLA, PASEO, DE;S/N;CargayDescarga;Línea;2;10;DE LUNES A SABADO DE 8 A 14.30 H EXCEPTO CARGA Y DESCARGA;-3,670090585;40,50390992
441349,13;4481875,53;11/07/2022;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;SAN MODESTO, CALLE, DE;34;CargayDescarga;Línea;2;7,3;LABORABLES DE 8 A 11 H. EXCEPTO CARGA Y DESCARGA. MÁXIMO 30 MINUTOS;-3,692025873;40,48550296
443150,03;4483449,19;08/09/2022;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;VALCARLOS, CALLE, DE;S/N;CargayDescarga;Línea;1;7,5;LABORABLES DE LUNES A SÁBADO DE 8 A 14 HORAS. TIEMPO MÁXIMO 30 MINUTOS;-3,670919655;40,49980416
443071,49;4484302,68;27/12/2016;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;VILORIA DE LA RIOJA, CALLE, DE;52 A;CargayDescarga;Línea;1;12,93;;-3,671923134;40,50748787
441562,25;4482014,56;29/03/2005;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;VIRGEN DE ARANZAZU, CALLE, DE LA;26;CargayDescarga;Línea;3;15;;-3,689524225;40,48677063
438503,13;4481993,08;21/07/2010;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;CERRO DE LA CARRASQUETA, CALLE, DEL;136;CargayDescarga;Línea;2;12;LABORABLES DE 8 A 11 H.Y DE 17 A 18:30 H. EXCEPTOCARGA Y DESCARGA;-3,725614894;40,4863565
439197,41;4482046,3;01/08/2002;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;CERRO MINGUETE, CALLE, DEL;10;CargayDescarga;Línea;3;15,1;;-3,717428702;40,48688694
439129,68;4482034,06;01/07/2010;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;CERRO MINGUETE, CALLE, DEL;7:00 AM;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3,71822666;40,48677149
439004,07;4482049,33;17/09/2014;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;CERRO MINGUETE, CALLE, DEL;16 F;CargayDescarga;Línea;2;10;LAB DE 8 A 14 H Y DE 16.30 A 19 H EXCEPTO CARGA Y DESCARGA;-3,719710048;40,48689949
439261,74;4482906,74;07/09/2015;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;COLLADO DE TIROBARRA, CALLE, DEL;9;CargayDescarga;Línea;2;8,7;;-3,716752096;40,49464296
440284,92;4483142,87;03/03/2008;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;COSTA BRAVA, CALLE, DE LA;S/N;CargayDescarga;Línea;3;15;;-3,704701018;40,49684415
438745,11;4482898,66;05/10/2022;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;MARIA DE MAEZTU, CALLE, DE;S/N;CargayDescarga;Línea;3;16,7;LABORABLES DE LUNES A VIERNES DE 8 A 14 HORAS;-3,72284745;40,49453152
438537,83;4482020,29;10/05/2011;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;PEÑA DEL AGUILA, CALLE, DE LA;6;CargayDescarga;Línea;7;34,4;;-3,725208209;40,48660413
440558,24;4482472,37;18/11/2011;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;PEÑA DEL SOL, CALLE, DE LA;30;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 HORAS EXCEPTO CARGA Y DESCARGA;-3,701412927;40,49082385
439290,28;4482184,62;04/06/2019;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;VENTISQUERO DE LA CONDESA, AVENIDA, DEL;20;CargayDescarga;Línea;4;22,8;LABORABLES DE LUNES A VIERNES E 8.30 A 20.30 H Y SÁBADOS DE 8 A 15 H EXCEPTO CARGA Y DESCARGA;-3,716346213;40,4881392
440663,41;4483962,31;12/06/2018;08  FUENCARRAL-EL PARDO;08-08 EL GOLOSO;MONASTERIO DE EL ESCORIAL, AVENIDA, DEL;41 A;CargayDescarga;Línea;2;10;DE LUNES A SABADO DE 8 A 14.30 H EXCEPTO CARGA Y DESCARGA;-3,700311588;40,50425238
440460,79;4483931,47;25/05/2016;08  FUENCARRAL-EL PARDO;08-08 EL GOLOSO;MONASTERIO DE MONTESCLAROS, CALLE, DEL;7 B;CargayDescarga;Batería;1;15;DE LUNES A SÁBADO DE 8:00 H. A 15:00 H. EXCEPTO CARGAY DESCARGA EN LÍNEA;-3,702699848;40,50396068
441180,49;4484274,61;07/03/2017;08  FUENCARRAL-EL PARDO;08-08 EL GOLOSO;MONASTERIO DE SILOS, AVENIDA, DEL;73;CargayDescarga;Línea;3;7;LABORABLES DE LUNES A VIERNES DE 8.30 A 20.30 H Y SÁBADOS DE 8 A 15 H EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3,694238235;40,50710261
438613,15;4474928,69;28/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;38;CargayDescarga 360;Línea;4;21;LAB. DE 8 A 14 H Y DE 17 A 20 h. EXCEPTO  CARGA Y DESCARGA MÁX 45 MIN;-3,723633778;40,42272587
437667,96;4476053,9;28/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ANICETO MARINAS, CALLE, DE;116;CargayDescarga 360;Línea;2;8;LABORABLES DE 8 A 17 EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,734885351;40,43279188
438560,32;4475033,41;28/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;49;CargayDescarga 360;Línea;3;15,1;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,724266667;40,42366489
438707,82;4474870;28/08/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;27;CargayDescarga 360;Línea;3;15,1;LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,722512213;40,42220356
438571,42;4475051,31;29/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;22;CargayDescarga 360;Línea;2;10,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3,72413758;40,42382692
438848,87;4474755,37;28/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;Fte 3;CargayDescarga 360;Línea;6;28,8;LAB. DE 8 A 14H. Y DE 16,30 A 19 H. EXCEPTO: CARGA Y DESCARGA MÁX 45 MIN;-3,720838603;40,42118186
438802,31;4474765,05;30/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;11;CargayDescarga 360;Línea;3;17;LABORABLES DE 3 AM. A 4 AM. Y DE 9 AM. A 11 AM. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,721388356;40,4212654
437842,49;4475889,8;01/10/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;LOECHES, CALLE, DE;3;CargayDescarga 360;Línea;2;10,77;LAB. DE 8 A 20 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,732811702;40,43132665
437849,38;4475407,08;28/05/2003;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;MELCHOR CANO, CALLE, DE;S/N;CargayDescarga;Línea;;28,6;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3,732683245;40,42697859
437825,46;4475445,15;28/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;MELCHOR CANO, CALLE, DE;1;CargayDescarga 360;Línea;3;28,66;LAB. DE 9 A 20 H EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,732969036;40,42731916
438861,78;4476231,96;14/10/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;MORET, PASEO, DE;Fte 1;CargayDescarga 360;Línea;3;13,9;LAB. DE 6 A 12 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3,720828519;40,43448399
438785,28;4474914,98;28/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;MOZART, CALLE, DE;5;CargayDescarga 360;Línea;3;15;LABORABLES DE 9 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,721603616;40,42261494
438808,53;4474889,92;28/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;MOZART, CALLE, DE;3;CargayDescarga 360;Línea;1;7;LAB. DE 9 A 17 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,721327107;40,42239057
438628,94;4475275,94;29/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;REY, PASEO, DEL;36;CargayDescarga 360;Línea;2;10;TODOS LOS DÍAS 24 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,723481199;40,42585456
438263,52;4475057,01;29/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;SAN POL DE MAR, CALLE, DE;8;CargayDescarga 360;Batería;2;6;LABORABLES DE 8 A 14 HORAS Y DE 16:30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,727767496;40,42385534
438296,27;4475339,76;29/09/2022;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;VALLADOLID, AVENIDA, DE;13;CargayDescarga 360;Línea;3;15;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,727408768;40,42640557
439157,31;4475907,31;27/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ALTAMIRANO, CALLE, DE;2;CargayDescarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,717313251;40,43158156
439111,7;4475874,62;27/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ALTAMIRANO, CALLE, DE;7;CargayDescarga 360;Línea;6;30,9;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,717847935;40,43128322
438985,57;4475816,07;27/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ALTAMIRANO, CALLE, DE;28;CargayDescarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,719329203;40,43074716
438903,54;4475772,65;28/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ALTAMIRANO, CALLE, DE;38;CargayDescarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,720292116;40,43035016
439255,61;4474775,19;28/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ARRIAZA, CALLE, DE;12;CargayDescarga 360;Línea;2;13,2;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,716046384;40,42139013
438857,93;4475833,37;28/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;BENITO GUTIERREZ, CALLE, DE;35;CargayDescarga 360;Línea;3;17,2;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,720835452;40,43089372
439056,46;4475948,89;28/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;BENITO GUTIERREZ, CALLE, DE;10;CargayDescarga 360;Línea;3;14,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,718506149;40,43194848
439120,64;4475975,16;28/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;BENITO GUTIERREZ, CALLE, DE;1;CargayDescarga 360;Línea;4;19,6;LAB. DE 8 A 14 H. YDE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA MÁXIMO 45 MINUTOS;-3,717752194;40,43219027
439232,57;4475662,01;28/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;BUEN SUCESO, CALLE, DEL;10;CargayDescarga 360;Línea;4;20,11;LABO. DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,716402649;40,42937699
439248,94;4475681,49;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;BUEN SUCESO, CALLE, DEL;6;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,716211625;40,4295534
439047,9;4475558,98;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;BUEN SUCESO, CALLE, DEL;15;CargayDescarga 360;Línea;3;15;LAB. DE 7 A 20 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,718569748;40,42843568
439157,53;4475620,53;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;BUEN SUCESO, CALLE, DEL;7;CargayDescarga 360;Línea;3;14,9;LAB. DE 8 A 14 H. YDE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA MÁXIMO 45 MINUTOS;-3,717283228;40,42899838
439411,27;4474797,75;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;CADARSO, CALLE, DE;1;CargayDescarga 360;Línea;3;16,3;LABORABLES DE  9 A 20 H EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,714213664;40,42160424
439396,98;4474904,91;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ESPAÑA, PLAZA, DE;13;CargayDescarga 360;Línea;2;11,41;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,71439237;40,42256853
439115,28;4474782,27;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ESTANISLAO FIGUERAS, CALLE, DE;4;CargayDescarga 360;Línea;2;12,8;LABORABLES DE 8 A 14 H Y DE 16:30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,717701144;40,42144342
439334,32;4475392,89;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;EVARISTO SAN MIGUEL, CALLE, DE;8;CargayDescarga 360;Línea;1;9,5;LABORABLES DE 8  A 14 H. EXCEPTO CARG A Y DESCARGA MÁX 45 MIN;-3,715177494;40,42696048
439401,79;4474974,03;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;2;CargayDescarga 360;Línea;4;16,4;LABORABLES DE LUNES A VIERNES DE 8 A 15 H EXCEPTO CARGA Y DESCARGA. MÁXIMO 45 MINUTOS;-3,714342236;40,42319214
439184,36;4475251,65;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;3;CargayDescarga 360;Línea;3;15,7;LAB. DE 8 A 14 H. Y DE16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,716931776;40,42567677
439115,41;4475346,13;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;13;CargayDescarga 360;Línea;2;12,38;LAB. DE 9 A 14 H. Y DE16,30 A 20 H. EXCEPTOCARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3,717753627;40,42652286
439255,68;4475174,87;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;22;CargayDescarga 360;Línea;2;12;LABORABLES DE 8 A 14 HORAS Y DE 16:30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,716083741;40,42499083
439017,74;4475480,11;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;27;CargayDescarga 360;Línea;1;10;LABORABLES DE LUNES A VIERNES DE 8:30 A 20:30 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,718917705;40,42772263
438834,81;4475750,79;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;86;CargayDescarga 360;Línea;1;15,3;LAB. DE 9 A 20 H. EXCEPTO: CARGA Y DESCARGA. MÁX 45 MIN;-3,721100158;40,43014785
438779,42;4475826,13;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;96;CargayDescarga 360;Línea;2;10;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H .EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,72176032;40,43082228
438869,83;4475681,75;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;47;CargayDescarga 360;Línea;3;16,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,720680696;40,42952854
438693,66;4475923,96;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;FERRAZ, CALLE, DE;71;CargayDescarga 360;Línea;1;15;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,722780873;40,43169707
439145,24;4474751,32;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;ILUSTRACION, CALLE, DE LA;15;CargayDescarga 360;Línea;2;12,9;LABORABLES DE 8 A 14 HORAS Y DE 16:30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,71734505;40,42116668
438993,49;4475669,08;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;75;CargayDescarga 360;Línea;3;15;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,719221716;40,42942374
438928,93;4475760,65;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;83;CargayDescarga 360;Línea;2;12,1;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA YDESCARGA MÁX 45 MIN;-3,7199916;40,43024319
439323,41;4475197,24;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;23;CargayDescarga 360;Línea;4;17,7;LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,715287444;40,42519703
439135,8;4475465,11;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;53;CargayDescarga 360;Línea;3;14,6;LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,717524558;40,42759647
439198,2;4475374,74;29/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;41;CargayDescarga 360;Línea;2;13,2;LABORABLES DE 9A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,716780343;40,42678659
439264,24;4475293,31;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;38;CargayDescarga 360;Línea;3;15;LABORABLES DE 8 A 14 HORAS Y DE 16:30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,715994073;40,42605819
438831,27;4475900,12;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;101;CargayDescarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3,721156308;40,43149304
438958,27;4475718,36;01/12/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;JUAN ALVAREZ MENDIZABAL, CALLE, DE;77;CargayDescarga 360;Línea;3;18;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,719641694;40,42986469
439350,45;4475262,06;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;LUISA FERNANDA, CALLE, DE;15;CargayDescarga 360;Línea;3;14,2;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,714974896;40,42578265
438814,21;4475636,1;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MARQUES DE URQUIJO, CALLE, DEL;44;CargayDescarga 360;Línea;3;14;LAB. DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,72133192;40,42911303
439379,3;4475244,61;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MARTIN DE LOS HEROS, CALLE, DE;25;CargayDescarga 360;Línea;2;12,9;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,714633184;40,42562813
439076;4475707,56;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MARTIN DE LOS HEROS, CALLE, DE;69;CargayDescarga 360;Línea;2;9,99;LAB. DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,71825273;40,42977606
438963,45;4475875;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MARTIN DE LOS HEROS, CALLE, DE;89;CargayDescarga 360;Línea;2;13,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,719595629;40,4312764
438950,15;4475907,59;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MARTIN DE LOS HEROS, CALLE, DE;78;CargayDescarga 360;Línea;2;11,8;LAB. DE 8 A 14 H. YDE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,719755541;40,43156884
439446,31;4475142,61;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MARTIN DE LOS HEROS, CALLE, DE;13;CargayDescarga 360;Línea;4;20,2;PERMITIDO CARGA Y DESCARGA DE LUNES A VIERNES DE 8 A 12 H MÁX 45 MIN;-3,713833507;40,4247138
439417,2;4475187,52;30/09/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MARTIN DE LOS HEROS, CALLE, DE;17;CargayDescarga 360;Línea;2;13,1;LABORABLES DE 8 A 14 H Y DE 16:30 A 19 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,714181005;40,42511607
439197,78;4475868,59;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;PRINCESA, CALLE, DE LA;63;CargayDescarga 360;Línea;2;14;LABORABLES DE LUNES A VIERNES DE 8.30 A 20.30 Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3,71683254;40,43123572
439252,86;4475560,96;01/10/2022;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;QUINTANA, CALLE, DE;4;CargayDescarga 360;Línea;2;12,6;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,716153814;40,42846834
